"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"1913","Parker Stewart","Indiana","B10",58.7,102,13,51.6,0.7,9,7.2,13.1,0.3,1,15,"Jr","5-Jun","Tennessee Martin",1.27179,13,"Tennessee Martin","OVC",26,72.5,97.7,25,47.1,2.7,12.9,12,16.1,0.5,1.9,27.9,"Sr","5-Jun",-2.49445
"1914","Patrick Emilien","St. Francis NY","NEC",69.1,96.9,23.6,47.3,8.1,15.6,8,17.4,2.5,1.5,23.7,"Sr","7-Jun","Maryland",-1.76684,518,"Maryland","B10",32,40.1,119.6,9.3,56.9,7.7,12.1,2.5,17.7,4.2,1.2,90.2,"Sr","7-Jun",3.23494
"1915","Patrick Mwamba","UT Arlington","SB",61.5,92.3,22.8,43.1,5.3,12.3,14.2,17,2.3,2.7,26.5,"So","7-Jun","Oral Roberts",0.0225586,628,"Oral Roberts","Sum",31,52.7,105.8,18.6,55.5,5.6,20.9,4.6,15.8,2.6,2.5,24.7,"Jr","7-Jun",1.1738
"1916","Paul Bruns","North Dakota","Sum",77.9,110.5,22.4,48.6,3.9,17.2,8,7.4,0.5,1.8,29.4,"Fr","4-Jun","South Dakota",-2.24942,2549,"South Dakota","Sum",29,59.2,101.1,19.3,48.2,2.9,15.9,5.9,12.3,0.8,1,18.8,"So","4-Jun",-2.28581
"1917","Paxton Payne","UMKC","Sum",1.1,144.9,10.3,75,0,15.7,0,0,0,0,0,"Fr","2-Jun","Cleveland St.",-3.49931,2260,"Cleveland St.","Horz",5,0.7,91.8,14,75,0,23,0,42.6,0,0,0,"Jr","2-Jun",-2.75866
"1918","Pete Nance","Northwestern","B10",65.5,113.4,25.3,56,4.3,22.9,22.1,12.7,5,0.7,23.4,"Sr","10-Jun","North Carolina",2.31387,419,"North Carolina","ACC",30,67.4,106.2,17.7,49.1,4.3,17.7,10.3,17.9,3.7,0.7,37.5,"Sr","11-Jun",2.26074
"1919","Pierre Crockrell II","Pacific","WCC",71.9,86,18.8,41.3,1.7,8.2,30.7,21.3,0,2.4,12.5,"Jr","Jun-00","UC Irvine",-0.617415,1504,"UC Irvine","BW",33,60.6,91.5,18.4,42.7,1.2,7.4,35.7,26.1,0.1,2.2,7,"Sr","Jun-00",0.039435
"1920","Qua Grant","Wichita St.","Amer",40.2,94.5,19,42.7,3.6,11.7,22.2,20,0.5,3.8,26,"Jr","1-Jun","Sam Houston St.",2.97435,2580,"Sam Houston St.","WAC",30,72,101.6,30.2,47,2.4,15.8,32,17.3,0.7,3.7,27.5,"Sr","1-Jun",3.27863
"1921","Quadry Adams","St. Bonaventure","A10",19.2,95.1,14.6,56,4.3,8.8,7.9,22.7,0,2.1,22,"Fr","3-Jun","Sacramento St.",0.432558,2480,"Sacramento St.","BSky",26,27,93.5,16.1,48.1,3.4,17.1,9.8,22.6,0.6,0.8,11.5,"So","4-Jun",-1.26477
"1922","Qudus Wahab","Maryland","B10",48,106.7,21.3,55.9,10.1,23.1,4.2,18.4,4.3,0.7,49.4,"Jr","11-Jun","Georgetown",0.333818,1548,"Georgetown","BE",29,52.9,111.1,21.2,51.1,12.9,20.6,3.9,14.3,3.3,1.4,62.1,"Sr","11-Jun",-0.841184
"1923","Quentin Diboundje","Tennessee","SEC",2.5,110.8,20.8,45,6.4,20,26.7,8,0,3.3,60,"Fr","5-Jun","East Carolina",2.31199,2978,"East Carolina","Amer",30,44.8,102.4,18.8,45.2,2.6,6.8,10.3,14.1,0.7,0.8,39.3,"So","5-Jun",-1.26794
"1924","Quincy Ademokoya","Temple","Amer",12.5,60.5,16.2,29.8,0.7,10.3,2.8,20.1,0,1.2,11.9,"Fr","6-Jun","Kennesaw St.",-2.56639,1611,"Kennesaw St.","ASun",32,34.9,104.6,13.5,59.9,1.8,11.2,4.4,19.9,0.3,0.6,22.9,"Jr","6-Jun",-0.899498
"1925","Quincy Ballard","Florida St.","ACC",6.8,106,11.1,70,11.9,16.7,2.1,24.7,15.8,1.4,60,"So","Jul-00","Wichita St.",3.34256,1796,"Wichita St.","Amer",10,7.7,106.5,12.3,50,8.5,15.4,1.8,9.6,15.9,1.2,100,"So","Jul-00",5.98855
"1926","Quinton Morton-Robertson","Radford","BSth",42.8,103.5,19.2,52.2,1.2,10.7,14.3,21.2,0.3,2.7,36.5,"So","8-May","Fort Wayne",0.765604,784,"Fort Wayne","Horz",28,41.1,97.4,19.5,52,0.7,12.8,16.2,21.3,0.2,3,12.4,"Jr","8-May",0.809128
"1927","Raheem Solomon","Niagara","MAAC",43.1,101,25.9,43.3,6.3,13.5,12.5,8.8,0.4,2.8,35.8,"Jr","3-Jun","Sacred Heart",-0.596824,280,"Sacred Heart","NEC",32,61.6,91.8,23,42.6,4.6,8.8,6.3,14.9,1.5,2.6,22.8,"Sr","3-Jun",-2.05545
"1928","Raheim Sullivan","Marist","MAAC",37.7,97.7,22.8,49.3,1.5,10.9,13.7,18.8,0.5,3.4,28.2,"Sr","1-Jun","NJIT",0.475259,1601,"NJIT","AE",29,70.6,91,19.4,42,1.5,11,19.1,14.9,0.3,2.1,19.7,"Sr","1-Jun",-1.22663
"1929","Rahmir Moore","Saint Joseph's","A10",51.3,83.6,15.1,32.1,3.8,8.8,13.2,19.8,0.2,1.7,41.7,"So","3-Jun","Wagner",-0.729902,795,"Wagner","NEC",24,60.2,94.6,20.5,43.4,4.7,8.3,13.8,16.7,0.2,1.9,20.8,"Jr","3-Jun",-0.727599
"1930","Rahsool Diggins","Connecticut","BE",3.4,55.2,17.4,35,0,0,11.1,45,2.3,1.3,0,"Fr","2-Jun","Massachusetts",-3.2177,2682,"Massachusetts","A10",26,36.7,85.1,19.6,41.8,2.1,6,26,24,0.3,2.4,18.7,"So","2-Jun",-0.289836
"1931","RayQuawndis Mitchell","Illinois Chicago","Horz",51.2,95.5,16.2,45.5,1.7,9.5,6.1,13.3,0.2,0.6,22.1,"Jr","5-Jun","UMKC",-1.49526,385,"UMKC","Sum",30,89,97.8,28,42.3,2.7,9.7,11,19.1,0.2,1.5,39.5,"Sr","5-Jun",-2.54326
"1932","Rayshon Harrison","Presbyterian","BSth",88.5,98.8,28.7,41.2,2.7,12.2,21,14.4,0.6,1.8,30.7,"So","4-Jun","Grand Canyon",-1.43678,1606,"Grand Canyon","WAC",33,82.9,110.3,30.4,49.7,2.6,11.5,25.3,15.3,0.6,1.2,50.2,"So","4-Jun",-1.11482
"1933","Reece Brown","UNLV","MWC",6.5,127.7,4.7,60,2.8,8.6,2.2,15.8,0,1.5,40,"So","9-Jun","Howard",0.254969,2394,"Howard","MEAC",7,3.7,80,16,50,7.5,7.3,10.9,37.2,2.3,2.4,100,"Jr","9-Jun",-1.14536
"1934","Remy Lemovou","Coppin St.","MEAC",5.5,82.5,17.2,54.5,13.2,20.6,0,40.4,1.6,0,45.5,"So","9-Jun","Lindenwood",-3.09896,2550,"Lindenwood","OVC",22,11,98.4,17.1,46.7,16,11.4,1.6,18.3,9.8,1.3,20,"Jr","9-Jun",-0.516226
"1935","Ricardo Wright","Marist","MAAC",71.6,96.7,27.7,48.9,3.2,13.2,13,18.3,0.7,1.3,21.9,"So","4-Jun","SMU",-2.14163,1600,"SMU","Amer",27,20.4,100.1,15.1,49.4,0.4,8.7,6.6,11.3,0.4,1.3,13,"Jr","4-Jun",-1.08642
"1936","Rick Issanza","Oklahoma","B12",3.5,81,15.1,37.5,11.2,15.2,3.6,16.3,2.3,0,75,"So","1-Jul","Loyola Marymount",-0.55008,952,"Loyola Marymount","WCC",27,35.9,100.2,13.2,66.7,9.9,19.9,2.9,30.3,6.6,0.8,48.3,"Jr","1-Jul",1.96829
"1937","Ricky Council IV","Wichita St.","Amer",65.6,104.6,24.4,48.8,5.3,17.8,14,19.7,2.1,2.5,42.1,"Fr","6-Jun","Arkansas",1.81558,2295,"Arkansas","SEC",36,85,107.2,23.9,47.2,3.2,9.2,12.9,14.5,0.9,1.9,50.5,"Jr","6-Jun",0.974305
"1938","Rifen Miguel","Troy","SB",16.5,86.1,20.1,48.2,8.2,16.2,9.7,25.6,1.2,0.9,17.9,"Jr","8-Jun","Tennessee Martin",-0.248657,1898,"Tennessee Martin","OVC",14,11.4,134,16.5,71.1,5,14.7,10.9,12.5,0.8,1.6,21.1,"Sr","8-Jun",0.00562879
"1939","Riley Abercrombie","Rice","CUSA",17.8,103.7,17.1,56.3,2.7,13.3,10.2,21.5,0.9,0.5,21.4,"So","10-Jun","Northern Colorado",-1.65137,585,"Northern Colorado","BSky",25,49.7,120,15.3,61.8,5.4,14.3,7,12.1,1.6,0.5,20.3,"Sr","9-Jun",-1.46894
"1940","Riley Battin","Utah","P12",42.6,98.2,17.5,42,7.8,12.3,13.6,17.2,0.6,1.5,20.4,"Sr","9-Jun","Cal Baptist",-0.121514,528,"Cal Baptist","WAC",31,63.8,103.8,20.8,48.8,8.5,15.8,11.1,15,0.9,1.1,25.9,"Sr","9-Jun",-0.136827
"1941","Rob Banks","Cincinnati","Amer",3.9,30,8,0,3,6.5,9,19.5,0,4.7,0,"So","5-Jun","Texas A&M Commerce",2.02864,3995,"Texas A&M Commerce","Slnd",2,0.2,0,14.2,0,0,0,0,0,0,0,0,"Fr","",-12.0716
"1942","Rob Perry","Stetson","ASun",32.1,93.5,25.2,43.6,4.1,18.4,13.5,14.7,1.1,1.4,17,"Jr","4-Jun","Murray St.",-1.64706,1217,"Murray St.","MVC",31,87.7,105,21.3,49.4,3,13,11.1,12.3,0.6,1.2,19.7,"Jr","4-Jun",-1.58469
"1943","Rob Phinisee","Indiana","B10",32.3,83.5,19,38,2.9,10.1,17.3,15.6,1.3,2.6,12.3,"Jr","1-Jun","Cincinnati",2.35217,286,"Cincinnati","Amer",11,12.7,74.1,10.9,25.9,3.1,10.1,11.8,23.5,1.1,2.6,6.9,"Sr","1-Jun",1.81375
"1944","Robbie Armbrester","Houston","Amer",4.1,74,21.4,53.1,1.8,14.4,2.8,22.6,0,5.9,81.3,"Fr","4-Jun","Stephen F. Austin",3.86813,3158,"Stephen F. Austin","WAC",21,22,87,23.6,43.1,13,19.3,10.8,19.3,2.3,2.4,35.6,"So","6-Jun",-0.253102
"1945","Robby Beasley III","Montana","BSky",79.1,100.1,21.4,48.8,1.2,10,12.5,14.2,0.7,1.9,32.5,"So","3-Jun","UC Davis",-1.06814,1697,"UC Davis","BW",22,49.1,108.6,15.8,53.5,1.9,9.1,7.7,16.2,0.3,1.3,30.8,"So","3-Jun",-0.380813
"1946","Robert Ford III","Idaho St.","BSky",21,95,20.9,54,4.5,15.3,8.8,27,0.5,0.8,30.2,"Jr","Jun-00","Montana St.",-2.91344,1865,"Montana St.","BSky",33,51.8,86.6,16.7,33.5,4.9,14.7,14.2,21.3,0.5,2.3,45.6,"Jr","Jun-00",1.35457
"1947","Robert Vaihola","Fresno St.","MWC",9.6,101.6,13.5,76.9,11.2,24.5,7.2,27.7,3.9,0.5,115.4,"Fr","8-Jun","San Jose St.",1.6765,2647,"San Jose St.","MWC",34,50,118.4,19.6,70.1,17.7,20.1,6.2,23.1,3.3,1.3,36.3,"So","8-Jun",0.333278
"1948","Rocket Watts","Mississippi St.","SEC",18.5,90.6,18.9,47.6,1.4,6.6,8.7,22.3,0,1.7,6.1,"Jr","2-Jun","Oakland",-1.03086,867,"Oakland","Horz",28,58.7,91.5,19.7,42.8,3,9.7,8.6,10.8,0.3,2.2,16.1,"Jr","2-Jun",-2.25808
"1949","Rod Brown","Jacksonville","ASun",30.5,99,16.4,49.2,10.7,13.2,10.6,22.5,0.9,1.7,27.7,"Jr","8-Jun","Tarleton St.",0.690522,216,"Tarleton St.","WAC",19,12.2,77,13.1,31.3,8.2,16.1,6.4,27.3,0,3.6,106.3,"Sr","7-Jun",1.67426
"1950","Romelle Mansel","Long Beach St.","BW",33.5,81.2,14.3,48.5,4.4,16.5,9.7,27.2,1.1,0.8,56.7,"So","9-Jun","Jackson St.",-0.413727,998,"Jackson St.","SWAC",33,67,107.1,18.1,55.6,8.8,15.5,16,18.4,4.1,1.7,38.6,"Jr","9-Jun",0.0840277
"1951","Rondel Walker","Oklahoma St.","B12",54.5,93.1,13.1,44.2,1.9,10.9,9.1,20.5,0.7,4.2,18.7,"So","4-Jun","TCU",5.07347,1704,"TCU","B12",30,26.3,82.2,11.2,34.9,2.1,12.4,8.5,16.3,2.9,1.7,12.3,"Jr","5-Jun",2.15455
"1952","Rudi Williams","Coastal Carolina","SB",76.6,112.7,24.5,58.4,3.1,11.7,21.8,19.4,0.6,2.6,32.8,"Sr","2-Jun","BYU",1.22599,1614,"BYU","WCC",32,58.6,109.7,27.4,51.9,2.6,10.8,24.1,20,0.9,1.7,46.7,"Sr","2-Jun",0.472506
"1953","Ryan Larson","Wofford","SC",83.2,109.1,16.1,53.9,0.4,14.2,20,21.2,0.4,2.3,23.8,"Sr","1-Jun","College of Charleston",0.906794,448,"College of Charleston","CAA",34,70.1,112.9,20.8,51.7,4.4,8.4,25.1,19.5,0.4,3.2,26.7,"Sr","1-Jun",2.25669
"1954","Ryan Rapp","Washington St.","P12",4.9,87,17,32.4,0,18.9,7.4,24,1.5,0.8,47.1,"Jr","5-Jun","Hawaii",0.460823,855,"Hawaii","BW",2,0.3,211.1,17.5,0,30.7,0,0,0,0,15.4,0,"Jr","5-Jun",19.3362
"1955","Ryan Wade","Central Michigan","MAC",7.1,71.2,4.5,21.4,1.3,6.8,6.3,0,0,2.1,14.3,"Jr","2-Jun","Green Bay",-0.825939,934,"Green Bay","Horz",31,38.7,99.7,12.9,47.8,1,6.5,24,18.8,0.2,0.7,9,"Sr","2-Jun",-3.17656
"1956","Ryan Young","Northwestern","B10",42.5,109.6,26.4,55.5,10,18.8,12.3,15.3,2.4,1.2,54.6,"Jr","10-Jun","Duke",0.550965,416,"Duke","ACC",36,43.9,128.8,18.5,68.5,15.7,20.4,14.9,21.9,2.9,1,49.2,"Sr","10-Jun",3.08562
"1957","Saba Gigiberia","Georgia Tech","ACC",8.9,86.6,21.5,46.4,9.5,23,17.6,26.8,6.1,2.6,28.6,"So","1-Jul","San Francisco",4.17076,1722,"San Francisco","WCC",30,21.8,92.8,28.7,51.5,13.5,27,13.9,26.7,6.8,2.5,46.9,"Jr","1-Jul",2.54542
"1958","Sage Tolbert III","Temple","Amer",39.1,102.8,13.1,46.3,10.8,15.8,7.1,19.8,1.9,2.6,65.7,"Jr","8-Jun","San Jose St.",2.19585,534,"San Jose St.","MWC",34,70.5,106.8,16.5,49.6,8.6,20.9,5.2,15.9,1.9,1.6,30.5,"Sr","8-Jun",0.869425
"1959","Sam Godwin","Wofford","SC",32,114.1,23,58.6,14.9,14.5,9.9,17.6,2.3,2.1,36.9,"So","9-Jun","Oklahoma",-0.328561,2407,"Oklahoma","B12",32,31.9,124.9,18.7,66,15.4,15.9,8.1,14.1,5.1,1.3,46.4,"Jr","10-Jun",2.36395
"1960","Sam Griesel","North Dakota St.","Sum",67.9,113.9,23.2,52.8,3.9,18.1,20.6,14.8,1.1,1.3,53.6,"Jr","6-Jun","Nebraska",0.724795,573,"Nebraska","B10",30,77.7,100.9,22,48.3,1.1,18.1,22.1,18.5,1.4,2,53.9,"Sr","7-Jun",2.41787
"1961","Sam Mervis","Indiana St.","MVC",2.3,70.6,12.6,50,0,22.4,27.8,53.2,0,2.2,0,"Fr","11-May","Southern Indiana",1.11196,1905,"Southern Indiana","OVC",9,3.6,131.8,8.6,66.7,4.8,15.6,30.6,29.9,0,5.1,0,"So","11-May",3.89307
"1962","Sam Sessoms","Penn St.","B10",68.4,100.5,26.2,50.3,2.5,10.7,22.3,19.7,0.3,1.9,19.4,"Sr","Jun-00","Coppin St.",0.711547,580,"Coppin St.","MEAC",32,89.9,107.9,29.2,56.8,2,11,34.9,19.8,0.4,3,32.1,"Sr","Jun-00",-1.60035
"1963","Sam Towns","Ohio","MAC",20,88.1,15.9,44.5,10.5,18.5,4,24.2,1.3,2.3,25.5,"So","9-Jun","Bowling Green",-0.234713,1948,"Bowling Green","MAC",25,39.7,108.6,15.3,52,8.2,17.5,4.3,14.3,4.4,0.6,46.1,"Jr","9-Jun",-1.39355
"1964","Sammy Hunter","Mississippi","SEC",23.1,96.7,16.4,48,7.4,6.2,2.7,14.6,1.9,1.2,22.4,"Jr","9-Jun","Akron",-0.80746,1462,"Akron","MAC",31,52.6,112.1,18.3,52.5,4.2,10.2,4.6,8,0.5,0.5,16.3,"Jr","9-Jun",-1.61951
"1965","Samuell Williamson","Louisville","ACC",39.2,93,21,46,6.3,18.3,9.8,17.3,0.9,1.6,34,"Jr","7-Jun","SMU",0.566953,764,"SMU","Amer",32,73.5,97.7,20.1,47.8,9.5,18.2,17.5,19.1,2.7,2.7,27.5,"Sr","7-Jun",1.64511
"1966","Saquan Singleton","New Mexico","MWC",37.8,98.8,14.8,57.7,4.3,13.5,12.1,20.8,1.8,2.3,62.8,"Sr","6-Jun","George Mason",1.18907,1939,"George Mason","A10",32,38.5,83.8,16.8,45.7,6.7,13.6,13.2,24.7,3,2.2,58.7,"Sr","6-Jun",2.40305
"1967","Sardaar Calhoun","Texas Tech","B12",4.3,110.5,21.7,47.8,2,10.9,11.9,12.8,0,2.8,30.4,"Sr","6-Jun","Drake",1.8841,1795,"Drake","MVC",31,41.7,101.5,20.5,53.3,3.2,10.2,3.4,14.7,1.4,1.6,14.4,"Sr","6-Jun",1.04523
"1968","Sarju Patel","Cornell","Ivy",56.9,114.8,18.2,57.1,4.8,12.1,8.1,9.3,0.2,1.3,29.5,"Sr","3-Jun","Albany",-2.05584,40,"Albany","AE",29,66.8,104.9,15.5,48.3,4.9,12.2,8.2,11.2,0.3,1.5,19.4,"Sr","3-Jun",-2.43799
"1969","Sean Durugordon","Missouri","SEC",4.8,95.9,32.2,38.5,17.2,3.8,3.6,17.9,0,2.9,57.7,"Fr","5-Jun","Austin Peay",-2.66335,3239,"Austin Peay","ASun",24,62.1,101.1,24.1,45,8.2,18,8.2,9.7,1.7,1.5,24.1,"So","5-Jun",-2.43323
"1970","Sean McNeil","West Virginia","B12",81.6,110.7,17.2,50.2,1.2,7.9,8.8,10.7,0.3,1.2,23.1,"Sr","3-Jun","Ohio St.",0.047312,1336,"Ohio St.","B10",35,72.2,115.3,15.9,53.6,1.3,6.7,7.8,11.7,0.3,1,16.1,"Sr","4-Jun",-0.191211
"1971","Seikou Sisoho Jawara","Weber St.","BSky",87.1,104.9,19.4,57,1.4,7.1,17,20.5,0.3,1.8,13.4,"So","3-Jun","San Diego",-1.32157,829,"San Diego","WCC",26,64.9,102.9,19.5,53.4,1.7,9.5,17,21.9,0.5,1.7,20.2,"Jr","3-Jun",-2.08543
"1972","Sekou Kalle","Akron","MAC",0.3,111.7,32.3,100,0,29.8,74.6,0,0,0,200,"Fr","10-Jun","Evansville",8.33885,3253,"Evansville","MVC",15,21.3,86.2,12.9,48.8,7.7,18.2,3.7,26,2.2,1.5,34.1,"So","10-Jun",-0.346661
"1973","Selton Miguel","Kansas St.","B12",51.4,86,21,39.7,4.5,14.8,12.4,19.4,0.9,1.6,32.1,"So","4-Jun","South Florida",0.269678,2282,"South Florida","Amer",30,60.3,99.7,23.7,47.8,2.6,11.3,25.6,19.1,0.7,1.7,16,"So","4-Jun",-0.407842
"1974","Seneca Knight","BYU","WCC",44.3,102.2,19.2,46.4,4.5,11.8,10.9,16.4,1.7,1.3,36.3,"Jr","6-Jun","Illinois St.",1.07485,220,"Illinois St.","MVC",32,76.8,106.5,21.5,54.4,4.5,19.2,10.6,20.2,1.5,1.4,45.6,"Sr","6-Jun",-1.12967
"1975","Seryee Lewis","Kansas St.","B12",7.5,95.3,19.3,65.2,8.3,19.6,0,22.3,0,2.9,39.1,"Fr","9-Jun","Rice",1.14482,2363,"Rice","CUSA",18,8.1,92.7,21.7,47.2,6.8,22.2,3.9,14.9,1,1.6,27.8,"So","9-Jun",-1.37376
"1976","Shamar Givance","Evansville","MVC",77.5,91.6,31.3,45.5,1.3,16.3,34.1,17.2,0,3,37.5,"Sr","10-May","UTEP",-0.543769,234,"UTEP","CUSA",30,83.5,100,20.5,49.6,1.6,12.8,26.3,25.9,0.7,3.2,49.2,"Sr","10-May",1.92639
"1977","Shane Dezonie","Vanderbilt","SEC",26.6,91.7,14.2,57.1,3,14.1,11.7,34.8,0.3,1.8,23.8,"Fr","5-Jun","Temple",1.39839,3448,"Temple","Amer",12,6.5,86.7,17.9,30.6,8.5,10.7,15.9,19.7,0,0.7,50,"So","5-Jun",-1.19505
"1978","Shane Nowell","Arizona","P12",4.4,69.5,19,36.1,0,21.9,13.8,35,2.9,3.3,11.1,"Fr","6-Jun","UNLV",2.91243,2737,"UNLV","MWC",17,22.2,98.9,17.4,43.7,6.3,16.3,7,13,1.4,2.5,24.1,"So","6-Jun",0.414826
"1979","Shaun Doss","SIU Edwardsville","OVC",79.8,102.7,20,47.2,6.6,10.9,9.1,15.4,1.7,1.8,32.8,"Sr","4-Jun","Arkansas Pine Bluff",-1.10038,626,"Arkansas Pine Bluff","SWAC",27,92.5,102.8,25.2,44.4,4.6,9.8,13.8,14.6,1.8,2.1,52.9,"Sr","5-Jun",-0.647252
"1980","Sheldon Edwards","Valparaiso","MVC",64.1,101.8,24.1,52.3,2.1,17.9,9.9,14.4,3.6,2.7,22.5,"So","4-Jun","Loyola Chicago",0.316585,2380,"Loyola Chicago","A10",22,20.3,99.5,24.6,46,3.1,16,14.6,13.3,3.3,3.5,21,"Jr","4-Jun",0.718015
"1981","Sherman Brashear","Western Kentucky","CUSA",15.6,103.2,15.2,50,2.5,12.7,4.7,12,0,1.2,13.7,"So","5-Jun","UT Rio Grande Valley",-2.03725,3345,"UT Rio Grande Valley","WAC",28,55.2,91.7,14.7,40.6,5.2,12.9,5.9,14.6,1.1,1.6,12.9,"So","5-Jun",-0.846544
"1982","Shon Robinson","San Jose St.","MWC",52.2,96.8,20.7,52.1,4.7,20.9,12.8,21.9,3.5,1.9,29.8,"So","9-Jun","Austin Peay",0.414278,1161,"Austin Peay","ASun",17,39.4,96.1,20.2,54.7,2.8,15.1,10.2,25.9,2.4,2.1,28.4,"So","9-Jun",-0.616217
"1983","Simon Wilbar","Indiana St.","MVC",27.2,95.2,17.9,46.2,5.2,21,4,10.4,3.9,1.1,11.8,"Fr","11-Jun","Holy Cross",-0.138068,2622,"Holy Cross","Pat",9,5.9,66.7,25.9,38,4.7,16.3,0,25.2,2.9,1.6,28,"Jr","11-Jun",-2.03069
"1984","Skyelar Potter","Morehead St.","OVC",71.9,104.1,19.4,50.2,4.5,15.6,9.8,16.8,0.1,1.5,28.2,"Jr","3-Jun","Jacksonville St.",-0.248719,597,"Jacksonville St.","ASun",28,82.2,102.1,22.3,52,2.1,15.8,10.4,19.4,1.1,1.6,31.9,"Sr","3-Jun",-0.575899
"1985","Souley Boum","UTEP","CUSA",84,109,27.9,48.5,2.1,12.6,17.3,11.6,0.4,3,45.7,"Jr","3-Jun","Xavier",0.710912,72,"Xavier","BE",37,87.9,119.2,21.1,53.2,1.3,12.2,20,14.1,0.4,1.6,42.1,"Sr","3-Jun",0.886914
"1986","Souleymane Koureissi","Richmond","A10",4,62.2,23.9,33.3,4,5.9,11.9,37.4,0,1,75,"Sr","9-Jun","Radford",-4.107,409,"Radford","BSth",29,22.9,80,18.8,49.2,5.9,14.3,4.7,27.2,2,1.2,68.9,"Sr","10-Jun",-0.235835
"1987","Stephane Ingo","Maine","AE",38.8,96.5,17.8,47.7,8.8,18.6,6.3,17.7,10.5,1.9,55.8,"Jr","9-Jun","Marist",0.290119,544,"Marist","MAAC",32,40,114.5,15.5,48.9,17.4,14.9,6.3,12.7,7.6,1.6,51.1,"Sr","9-Jun",0.280864
"1988","Steven Verplancken Jr.","Southern Illinois","MVC",69.1,111.7,12.2,55.7,1.8,8.5,7.2,10.7,0.1,1.2,4.8,"Jr","4-Jun","Weber St.",0.491052,1978,"Weber St.","BSky",31,85.8,108.7,19.2,54.3,1.9,6.3,9,10.9,0.1,1.2,13.6,"Jr","4-Jun",-0.576102
"1989","Ta'Lon Cooper","Morehead St.","OVC",85.5,107.8,18.5,49.1,2.5,12,31.8,21.2,2,1.6,36.2,"So","4-Jun","Minnesota",1.18021,1429,"Minnesota","B10",31,90.9,97.3,20.4,46.3,1.9,10.8,35.8,21.8,2.4,1.8,32.5,"Jr","4-Jun",0.296509
"1990","Tae Hardy","Southern Miss","CUSA",11.4,104.7,23.4,53.2,1.6,8.9,12.9,17.6,0.8,4.1,40.4,"Jr","3-Jun","UTEP",1.98647,561,"UTEP","CUSA",30,80,101.1,21.3,50.9,2.1,7.9,12.6,17.8,0.9,2,35.1,"Jr","3-Jun",0.582794
"1991","Tafari Simms","Milwaukee","Horz",43.5,96.3,19.2,48.3,6.3,11.1,4.7,20,1.5,1.4,23.8,"Jr","7-Jun","Western Michigan",-1.99798,2281,"Western Michigan","MAC",21,26,104.5,20.5,58.7,7.6,19.6,7.5,23.2,1.6,0.6,23.3,"Sr","6-Jun",-2.2089
"1992","Tahj Small","Tarleton St.","WAC",78.8,95.3,24.4,46.8,4.2,16,9.7,16.9,1.7,1.7,24.9,"Sr","5-Jun","Utah Valley",-1.06481,837,"Utah Valley","WAC",33,38.9,92.8,18.2,46.3,2.6,10.9,10.7,22.2,0.9,1.3,26.4,"Sr","5-Jun",0.35331
"1993","Tai Strickland","Temple","Amer",43,95.7,22.3,38.7,4.1,10.9,16.4,14.8,0.9,2.5,52.2,"So","2-Jun","Georgia Southern",1.59855,614,"Georgia Southern","SB",27,48.8,91.7,20.4,43.2,1,9.2,6.3,12.4,0.6,2.3,27.6,"Sr","2-Jun",0.622909
"1994","Tamell Pearson","Western Illinois","Sum",62.6,105,20.6,56.1,9,16,8.3,22.6,0.9,1.3,42.2,"Jr","10-Jun","Appalachian St.",-1.34607,618,"Appalachian St.","SB",26,28.3,83.4,18.7,41,7.6,18.7,5.6,17.7,3.1,0.7,18,"Sr","10-Jun",-0.139057
"1995","Tanner Christensen","Idaho","BSky",48.8,104.7,21.4,57.3,8.5,26.6,11.4,18,1.9,0.3,33.9,"Fr","10-Jun","Utah Tech",-1.9777,2040,"Utah Tech","WAC",29,61.8,106.8,20.2,58.1,9,24.8,13.4,19.5,3.5,1.1,52.1,"So","10-Jun",0.648312
"1996","Tanner Holden","Wright St.","Horz",88.9,112.8,27.9,50.9,7.5,16.1,14.1,14.9,0.6,2.3,54.6,"Jr","6-Jun","Ohio St.",-0.835694,1521,"Ohio St.","B10",27,25.9,109.3,14.9,52.9,5.3,14.9,6.6,21.2,0.9,1.7,40.6,"Sr","6-Jun",1.35667
"1997","Tarig Eisa","Lamar","Slnd",4.3,53.3,16.5,22.2,11.3,9.4,3.7,35.3,4.3,0,22.2,"Jr","8-Jun","Florida A&M",-3.42131,1650,"Florida A&M","SWAC",26,30.6,74.9,16.6,39.5,6.6,14.2,8.5,26.4,4.5,1.6,9.2,"Jr","8-Jun",-0.410632
"1998","Tariq Balogun","Eastern Kentucky","ASun",21.9,107.1,13,61.1,5.2,10.1,2.9,23.1,9.5,0.7,83.3,"So","10-Jun","Binghamton",-0.215193,1180,"Binghamton","AE",22,27.4,102.5,21.8,55.8,4.5,17.6,4.4,22.2,3.7,0.7,85.7,"Jr","10-Jun",-0.100504
"1999","Tariq Ingraham","Wake Forest","ACC",0.3,0,0,0,0,0,0,0,0,0,0,"So","9-Jun","Rider",-3.31605,1483,"Rider","MAAC",29,32.6,112.4,24.4,58.8,9.3,21.3,8.3,20.3,3.1,0.5,57,"Jr","9-Jun",-0.789486
