"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"1825","Marcus Hammond","Niagara","MAAC",82.5,107.1,28.8,51,2.7,14.4,19.7,13.9,0.8,1.4,33,"Sr","3-Jun","Notre Dame",-0.373819,281,"Notre Dame","ACC",24,47.5,110.3,20.3,56.5,2,10.2,13.2,11.4,1.1,1.2,15,"Sr","4-Jun",-0.572523
"1826","Marcus Tsohonis","VCU","A10",32.5,95.3,20.9,46.9,1.8,11.4,16.1,14.8,0.3,1.1,16.1,"Jr","3-Jun","Long Beach St.",0.373496,1501,"Long Beach St.","BW",26,54.6,90.1,29.7,41.6,2.8,10.6,13.9,17.7,0.3,1.4,30.2,"Jr","3-Jun",-2.54168
"1827","Marcus Williams","Texas A&M","SEC",40.7,83.9,24,41.4,1.6,8.8,27.1,26.9,0.5,2.9,19.2,"So","2-Jun","San Francisco",0.312848,2342,"San Francisco","WCC",33,63.2,104,18.1,50.7,2,13,20.1,21,0.4,1.8,21,"Jr","2-Jun",0.257425
"1828","Mardrez McBride","North Texas","CUSA",86.4,110.5,16.9,55.8,1.9,8.9,7.2,13.5,0.3,1.5,17.6,"Sr","2-Jun","Georgia",1.00638,2062,"Georgia","SEC",31,46.3,93.3,14.2,48.5,0.4,10.5,10,20.1,0.9,2.1,17.6,"Sr","2-Jun",0.627175
"1829","Marek Nelson","UT Rio Grande Valley","WAC",60.1,105.7,20,51.7,3.3,13.6,15.2,16.8,2.8,3.2,45.8,"Sr","7-Jun","Nicholls St.",0.677606,92,"Nicholls St.","Slnd",27,55.7,101.9,20.5,53.8,7.1,12.2,11.2,21.2,2.6,3,37,"Sr","7-Jun",0.231527
"1830","Mareng Gatkuoth","Montana St.","BSky",0.8,124.3,26.9,50,0,0,40.2,0,0,0,0,"So","6-Jun","Tarleton St.",-4.78249,3327,"Tarleton St.","WAC",8,6.4,85.5,18.8,42.3,4.7,10.3,2.9,12.2,0,2.3,7.7,"Jr","6-Jun",-1.76548
"1831","Mario McKinney Jr.","New Mexico St.","WAC",25.4,85.6,23.4,50.6,4.7,13,15.2,32.8,0.4,2.2,45.1,"So","1-Jun","UTEP",0.719717,1375,"UTEP","CUSA",18,33.1,89.1,25.6,38.8,6.3,14.1,10.9,17.4,0,2.3,39.1,"Jr","1-Jun",-0.323003
"1832","Mark Freeman","Illinois St.","MVC",57.3,87.5,25.4,43.3,1.7,11.3,24.9,29.5,0,2.4,29.8,"Jr","10-May","Morehead St.",-2.46871,1165,"Morehead St.","OVC",28,71.1,106.1,27.9,48.5,1.1,9.5,28.6,16.4,0.1,2.1,36.8,"Sr","11-May",-0.47976
"1833","Mark Sears","Ohio","MAC",89.3,111.8,29.5,50.7,6,13.9,25,17.8,0.4,2.6,44.1,"So","1-Jun","Alabama",0.485253,2044,"Alabama","SEC",37,73,113.5,19.7,50.9,2.5,8.9,15.7,17.7,0.2,2.1,43,"Jr","1-Jun",3.51002
"1834","Marko Lukic","Little Rock","SB",27.1,104.4,25.5,46.6,3.5,13.7,15.4,11.1,3.1,1.7,43.1,"Jr","7-Jun","Denver",-1.82333,1343,"Denver","Sum",30,56.9,94.7,16.7,48.4,2.1,13.3,9.3,24.1,1.3,1.2,33.8,"Jr","7-Jun",-1.37712
"1835","Marlon Lestin","East Carolina","Amer",3.9,73,8.6,0,11.9,4.9,3.7,42.9,2.5,2.5,400,"Fr","9-Jun","Murray St.",0.516369,3233,"Murray St.","MVC",6,0.7,79.4,5.1,0,13.2,25.9,0,0,0,6.6,0,"So","9-Jun",3.82447
"1836","Mason Madsen","Cincinnati","Amer",27.3,98.5,17.8,51.3,0.9,11.3,12.3,16.9,1.4,2.2,5.4,"So","4-Jun","Boston College",1.48488,1633,"Boston College","ACC",33,52.6,94.9,16,45.3,1.4,13.7,7.7,12.9,1.2,1.5,12.5,"Jr","4-Jun",0.136599
"1837","Matija Svetozarevic","Portland","WCC",15.4,94.3,15.4,38.9,3.6,15,8.3,16.8,0.6,1.1,31.1,"Fr","8-Jun","Hawaii",-0.436973,3332,"Hawaii","BW",6,0.6,21.1,20.3,0,15.3,14.6,0,38.1,0,0,0,"So","8-Jun",-8.10025
"1838","Matt Cross","Louisville","ACC",41.6,93.9,18.7,46.9,7.2,15.7,4.7,19.5,2.9,1.9,24.7,"So","7-Jun","Massachusetts",1.01143,2051,"Massachusetts","A10",25,54.2,101.5,24.7,45.3,9.1,16.8,13.8,18.4,2.4,3.1,36.6,"Jr","7-Jun",1.34027
"1839","Matt Herasme","Marist","MAAC",68.5,94.2,10,45.5,4,14.9,5.6,20.8,1.4,1.2,8.3,"Sr","3-Jun","New Hampshire",0.0356436,314,"New Hampshire","AE",28,82.3,99.4,18.6,45.7,4.6,12.9,11.8,12,1.2,1.4,20,"Sr","4-Jun",-0.285794
"1840","Matt Veretto","Delaware","CAA",48,121.3,14.7,60.5,5.6,10.5,3.4,8.9,0.9,0.7,17,"Fr","7-Jun","Vermont",-2.61589,461,"Vermont","AE",33,54.6,125.8,17.2,63.2,3,13.6,7.8,4.9,2.8,1.8,11.8,"Sr","8-Jun",0.745011
"1841","Matteus Case","Providence","BE",0.4,76.5,24.1,100,0,36.4,0,41.9,0,0,50,"Fr","5-Jun","William & Mary",-1.09168,2842,"William & Mary","CAA",31,53.9,95.4,14.3,41.4,3.2,14.9,9,10.2,0.5,1.3,22.4,"So","5-Jun",-1.63896
"1842","Matthew Lang","Gonzaga","WCC",4.1,121.2,14.2,60.7,4.5,21.5,11,14.3,0,1,0,"Sr","3-Jun","Arizona",1.72054,624,"Arizona","P12",8,1,199.2,11.5,110,17.3,14.5,0,0,0,0,0,"Sr","3-Jun",1.24944
"1843","Matthew Lee","Saint Peter's","MAAC",53.5,92.1,20.3,39.8,1.3,7.3,25,21.9,0.5,1.6,40.3,"Jr","Jun-00","Missouri St.",-0.000120246,1027,"Missouri St.","MVC",1,1.4,77,30.3,31.3,0,7,46.4,23.3,0,0,0,"Sr","Jun-00",-4.03402
"1844","Matthew Mayer","Baylor","B12",54.9,108.2,21.1,48.5,5.8,19.9,8.3,11.7,3.9,3.2,20.6,"Sr","9-Jun","Illinois",3.86614,594,"Illinois","B10",33,65.5,109.2,22.6,50.9,4.2,18.2,8.4,13.3,4.7,1.7,33,"Sr","9-Jun",2.58203
"1845","Matthew-Alexander Moncrieffe","Oklahoma St.","B12",36.2,90.4,18.5,51,9.3,19.8,7.7,26,2.4,1.7,46,"So","7-Jun","Georgia",2.01627,1706,"Georgia","SEC",28,44.7,99.1,16.6,53.2,9.1,18.9,8.3,20.3,1.7,0.8,64.9,"Jr","8-Jun",0.317549
"1846","Max Agbonkpolo","USC","P12",51.5,101,18.8,51.7,4.4,13,6.2,19.1,2.6,1.5,23.2,"Jr","9-Jun","Wyoming",1.15735,718,"Wyoming","MWC",15,19.4,82.7,22.6,42.3,4.7,16.1,9.9,22.9,3.6,1.8,22.5,"Jr","9-Jun",-0.140396
"1847","Max Amadasun","Pittsburgh","ACC",0.7,121,11.6,50,13.7,13.7,0,0,0,6.9,0,"So","10-Jun","St. Bonaventure",2.75516,2210,"St. Bonaventure","A10",15,7.8,104.3,15.1,58.8,9.5,11,6,27.9,1.2,0.6,35.3,"So","10-Jun",-0.024376
"1848","Max Johns","Princeton","Ivy",17.4,104.6,16.7,67.4,2.9,16.5,10.9,29.8,0.5,1.5,14,"Sr","4-Jun","Duke",-0.766516,260,"Duke","ACC",9,1.9,40.2,8.9,0,4.5,12.4,11.4,50.7,0,4.5,0,"Sr","4-Jun",3.51866
"1849","Max Klesmit","Wofford","SC",77.8,108,24.2,53.3,1.9,10.9,12.6,16.2,0.5,3,28.6,"So","3-Jun","Wisconsin",0.500308,2406,"Wisconsin","B10",33,73.9,106,14.5,53,1.2,9.4,8.6,13.2,0.7,2.5,32.1,"Jr","3-Jun",3.24811
"1850","Meechie Johnson Jr.","Ohio St.","B10",35.7,84.8,19,42.1,2.3,7.8,12.1,24.8,0.7,2.3,15.8,"Fr","2-Jun","South Carolina",-0.071013,2530,"South Carolina","SEC",30,76.7,100.4,23.6,46.1,2.1,11.2,24.5,18.8,0.1,1.4,21.8,"Jr","2-Jun",-1.21669
"1851","Messiah Thompson","Campbell","BSth",59.2,97.1,20.9,48.4,1.3,7.8,17.2,15.1,0.2,1.7,13.7,"Jr","8-May","Alabama A&M",-1.20945,722,"Alabama A&M","SWAC",29,65.5,99.2,21.7,49.6,1,7.4,24.7,17.8,0,3.1,18.5,"Jr","8-May",-0.574326
"1852","Mezie Offurum","Mount St. Mary's","NEC",77.2,98.5,22.2,48,5.4,13.9,11.3,18.1,2,2.2,37.7,"Sr","8-Jun","James Madison",0.429137,148,"James Madison","SB",28,61,111,18.8,58.3,7.5,15.7,8,20.2,1.3,1.9,53.8,"Sr","8-Jun",1.40638
"1853","Micah Parrish","Oakland","Horz",80.9,110.2,17.3,52.9,5.6,13.9,7,17.7,0.7,2.7,42.7,"Fr","5-Jun","San Diego St.",0.523189,2221,"San Diego St.","MWC",38,53.1,102.4,18.5,46.8,4.8,15.3,6,15.1,1.8,1.9,30.1,"Jr","6-Jun",2.69734
"1854","Micah Thomas","Indiana St.","MVC",52.5,96.7,21.2,48.7,1.6,9.3,15.5,15,0.6,1.3,20.9,"Fr","Jun-00","Nicholls St.",-0.853257,1024,"Nicholls St.","Slnd",18,39,105.9,19.9,46.2,1,7.3,20.9,13.3,0.6,2.4,17.2,"Jr","Jun-00",-0.270224
"1855","Michael Barber","Alabama St.","SWAC",20.8,96.6,13.4,42.4,9.5,16.7,5.9,26.6,3.8,2.7,87.9,"So","8-Jun","Mississippi Valley St.",-0.618865,339,"Mississippi Valley St.","SWAC",30,33.7,89.2,22.1,45.4,7.8,17.9,11.5,22.7,4.1,2.3,31.5,"Sr","8-Jun",-0.688254
"1856","Michael Durr","Indiana","B10",15,89.9,16.2,38.2,5.7,11.1,11.4,25.7,3.9,0.8,76.5,"Jr","Jul-00","UCF",3.26426,301,"UCF","Amer",25,38.1,111,15.9,46.5,12.8,13,7.8,14.4,5.3,0.7,37.4,"Sr","Jul-00",1.36341
"1857","Michael Graham","Elon","CAA",51.2,114.1,22.9,61,14.3,23.9,9,16.6,7.6,1.3,27,"So","8-Jun","Loyola Marymount",0.858995,2057,"Loyola Marymount","WCC",30,37.4,122.3,14.2,70.4,14.7,25.5,4.2,20.7,5.1,1.1,29.6,"Jr","8-Jun",1.2999
"1858","Michael Henn","Denver","Sum",63,109.2,19.6,55.3,5.6,16.1,14,16.8,0.6,0.8,22.7,"Sr","8-Jun","Penn St.",-2.07409,5,"Penn St.","B10",29,16.6,107.5,17.4,60.5,5.6,10.1,12.6,21.4,1.3,0.7,7,"Sr","8-Jun",0.547902
"1859","Michael Jones","Davidson","A10",78.7,121.7,17.7,58.9,2.4,11.7,11.4,11.6,1.2,1.9,33,"Jr","5-Jun","Stanford",0.774513,1775,"Stanford","P12",33,64.8,114.8,17.9,54.1,2.4,10,12.3,14.2,0.6,1.4,44.8,"Sr","5-Jun",-0.018639
"1860","Miguel Tomley","Santa Clara","WCC",5.8,102.6,13.7,50,3.2,9.7,4.1,10.7,0,0.7,43.8,"So","3-Jun","Idaho St.",-2.45937,689,"Idaho St.","BSky",29,62.4,96.7,25.7,49.5,0.8,17,15.8,18,0.1,1.5,19.5,"So","3-Jun",-2.02378
"1861","Mihai Carcoana","Toledo","MAC",12.7,101,20.1,48,14.3,21.6,2,16.9,4.5,0.3,30.6,"Fr","11-Jun","South Dakota",-1.27054,3395,"South Dakota","Sum",8,5.8,88.6,25.5,44.2,12.4,17.7,0,17.6,3.5,0.9,15.4,"So","11-Jun",-2.83317
"1862","Mike DiGiulio","Kent St.","MAC",0.2,200,9.1,100,0,0,0,0,0,0,0,"Fr","Jun-00","Canisius",0.851501,1596,"Canisius","MAAC",6,0.3,0,13.8,0,0,0,0,0,0,0,0,"So","Jun-00",-6.64645
"1863","Mike Green","South Carolina","SEC",0.8,0,7.1,0,0,0,0,0,10.9,0,0,"Jr","2-Jun","The Citadel",-2.94368,798,"The Citadel","SC",2,0.9,0,0,0,0,10.5,0,0,0,0,0,"Sr","2-Jun",-4.10632
"1864","Mike Saunders Jr.","Cincinnati","Amer",50.5,97.4,22.3,46.9,0.5,10.6,26.9,21.1,0,1.7,39.9,"So","Jun-00","Utah",0.634508,1636,"Utah","P12",18,13.6,98.8,23.6,46.8,0.6,10.1,17.1,14.6,0,1.7,40.3,"Jr","Jun-00",1.09217
"1865","Mikeal Brown-Jones","VCU","A10",24.5,107.2,19.1,57.2,9.7,18.3,5.9,18.5,5.2,1.9,56.6,"So","8-Jun","UNC Greensboro",2.73861,2435,"UNC Greensboro","SC",29,51.7,115.3,21.2,61,6.8,15.8,5.8,17.3,3,1,52.2,"Jr","8-Jun",1.10228
"1866","Mikey Watkins","Merrimack","NEC",83.8,88.7,23.2,44.7,2.3,9.9,30.5,24.2,0.4,3,14.9,"Sr","11-May","UMass Lowell",-1.24677,1118,"UMass Lowell","AE",25,40,99.4,13.4,47.9,2.2,9.3,16.9,26,0.4,1.8,15.8,"Sr","11-May",0.227316
"1867","Miles Latimer","Bucknell","Pat",47.1,106.4,13.7,52.1,1.6,8.5,8.7,16,0.8,1.5,27.7,"Jr","4-Jun","Bryant",-1.84971,541,"Bryant","AE",25,41.5,103.1,14.9,39.4,6.4,9,7.2,11.2,1.4,2.3,38.5,"Sr","6-Jun",-0.0106054
"1868","Miryne Thomas","Ball St.","MAC",63.2,94.7,24.3,51.5,4.7,16.4,14.9,23.6,2.6,1.3,32.6,"Sr","8-Jun","Kent St.",-1.62516,87,"Kent St.","MAC",33,68.2,109.8,18.9,51.4,6.7,16.3,5.3,13.5,2.7,2.5,28,"Sr","8-Jun",1.73754
"1869","Mo Njie","Eastern Michigan","MAC",43.3,93.7,19,65.2,7.2,23.5,2.7,30.8,5.7,0.6,52.7,"Fr","10-Jun","SMU",0.284024,2562,"SMU","Amer",25,11.5,92.4,17.8,55.2,10.2,19.4,5.2,27.7,6.5,0.4,62.1,"So","10-Jun",0.950613
"1870","Modestas Kancleris","Creighton","BE",2.4,74.4,15.7,16.7,10.5,11.9,4.9,11,2.8,5.2,100,"Fr","9-Jun","Cal St. Bakersfield",3.52502,1821,"Cal St. Bakersfield","BW",16,24.5,81.8,21.8,50.6,10.4,27.2,11.1,30.2,6.9,1.6,16.7,"So","9-Jun",1.86187
"1871","Mohamed Sylla","Detroit","Horz",4.1,108.3,15.1,85.7,7.6,10.7,0,33.8,5.2,0,71.4,"Jr","11-Jun","Boise St.",-0.900738,3201,"Boise St.","MWC",17,7,91.6,15.6,37.5,7.9,18.7,0,20.7,6.1,0,75,"Sr","11-Jun",2.79742
"1872","Montre' Gipson","Tarleton St.","WAC",92.4,105.1,24.5,46.2,5.7,11,21.5,12.9,0.4,2.3,28.7,"Sr","11-May","Charlotte",-0.27338,2359,"Charlotte","CUSA",36,73.5,116.8,14.5,56.8,4.3,11.8,12.8,14.3,0.1,2.3,16.5,"Sr","11-May",1.36581
"1873","Morgan Safford","Wofford","SC",68.7,98.3,14.7,47.1,5,11.8,8.2,15.9,0.5,1.9,19.4,"So","5-Jun","Miami OH",0.0429371,1292,"Miami OH","MAC",25,75.4,110,22.2,52.5,5,15.5,14.6,16.1,1.1,1.7,41.1,"Jr","5-Jun",-1.53575
"1874","Morris Udeze","Wichita St.","Amer",58.8,101.6,22.9,50.7,10.1,17.8,4.6,20.3,4.2,1,46.6,"Jr","8-Jun","New Mexico",0.482214,226,"New Mexico","MWC",33,79.5,114.9,23.7,60.6,9.1,24.4,8.4,15.2,2.5,1.1,64.2,"Sr","8-Jun",0.0275319
"1875","Moses Flowers","Hartford","AE",70.7,107,24.1,55.7,5,18.9,12.6,16.9,0.7,2.8,39.9,"Jr","3-Jun","St. Bonaventure",-1.02544,682,"St. Bonaventure","A10",31,60.9,104.6,19.7,53.6,3,9.7,12.7,15.6,0.3,2.4,26.6,"Jr","3-Jun",0.530111
"1876","Moulaye Sissoko","Dayton","A10",15.2,131.1,16.3,66.7,19.7,16,2.9,14.2,1.1,1.5,22.9,"Fr","9-Jun","North Texas",-0.279649,1310,"North Texas","CUSA",31,21.1,113.1,14.6,71.7,13.3,17.9,4.4,30,1.3,2,26.1,"So","9-Jun",1.87735
"1877","Mounir Hima","Duquesne","A10",16.6,90.2,14.5,42.5,11.4,21.9,0.9,22.6,10.5,1.2,15,"Fr","11-Jun","Syracuse",0.717469,1682,"Syracuse","ACC",27,15.7,105.6,9.8,46.2,11.2,15.1,3.2,17.8,16.2,2,19.2,"So","11-Jun",4.06279
"1878","Mylyjael Poteat","Rice","CUSA",33.3,112.2,26.8,60.9,15.5,18.5,5,18.3,1.6,0.4,64.5,"Fr","9-Jun","Virginia Tech",-2.96293,2388,"Virginia Tech","ACC",34,21.5,126.4,19.5,64.2,11.7,15.5,6,16.8,1.8,1,124.5,"Jr","9-Jun",0.0711152
"1879","Nahiem Alleyne","Virginia Tech","ACC",77.6,102.8,17.3,48.2,0.5,10.9,8.7,13.3,0.1,1.3,20,"Jr","4-Jun","Connecticut",0.608803,815,"Connecticut","BE",39,44.7,104.1,15,44.4,2.4,5.1,8,14,0.3,1.5,15.8,"Sr","4-Jun",1.43217
"1880","Nathan Johnson","UMBC","AE",59.4,114.5,14,57,4.6,14.9,5.9,15.8,0.4,0.9,61.7,"Jr","7-Jun","Samford",-1.37237,1517,"Samford","SC",28,48.5,97.8,13.4,48.2,3.3,12.9,5.6,15.7,1.2,0.4,36.7,"Sr","7-Jun",-1.83677
"1881","Neal Quinn","Lafayette","Pat",73.3,111.7,28.6,54.1,9.4,19.5,31,15.7,5.1,2,39.2,"Jr","Jul-00","Richmond",0.412455,1098,"Richmond","A10",33,55.4,111,25.7,54.7,8.2,16,30.9,16.1,3.5,0.9,36.9,"Sr","Jul-00",1.58065
"1882","Neftali Alvarez","Mercer","SC",23.3,94.1,27.3,51,4,7.4,25.8,22.2,0.4,1.7,38.5,"Jr","2-Jun","Southern Miss",-2.76482,522,"Southern Miss","SB",13,29.3,86.2,22.8,40.3,1.7,8.2,20.4,20.4,0.6,4.1,33.6,"Jr","Jun-00",1.3954
"1883","Nelly Cummings","Colgate","Pat",73.9,101.4,26.8,46.3,2,8.6,20.5,16.2,0,2.1,30.6,"Sr","Jun-00","Pittsburgh",-1.94533,24,"Pittsburgh","ACC",36,80.7,109.3,20.4,50.2,1.1,7.6,27.7,19.4,0.1,1.4,23.2,"Sr","Jun-00",-0.309855
"1884","Nelson Boachie-Yiadom","Davidson","A10",42.8,117.3,9.3,47.4,6.2,8.8,11.9,15,3,1.4,34.5,"Sr","8-Jun","Hofstra",1.54622,598,"Hofstra","CAA",34,53.1,117.1,11.3,65,7.6,15.3,12.6,25.1,6.5,1.5,37.5,"Sr","8-Jun",3.85585
"1885","Nelson Phillips","Georgia St.","SB",40.1,103.8,16.6,51.2,7.3,10.4,9.1,15.9,1.4,3.8,8.3,"Jr","4-Jun","Troy",2.12708,406,"Troy","SB",30,62.1,102.5,24.3,47.2,9.4,16.7,14.6,16.4,2.4,3.8,23.1,"Sr","3-Jun",1.82729
"1886","Nic Lynch","Lehigh","Pat",52.2,116.9,20.7,60.4,6.3,18,6.4,14.4,1.7,0.3,32.2,"Sr","11-Jun","San Diego",-2.12147,442,"San Diego","WCC",29,26.3,118.1,14.8,56.3,6.3,12.1,5.9,10,1.5,0.2,15,"Sr","11-Jun",-2.34129
"1887","Nick Farrar","College of Charleston","CAA",19.3,113.9,26.4,54.1,8,13.2,9.6,16.4,2.1,1.3,21.3,"So","6-Jun","UNC Wilmington",-0.566396,2153,"UNC Wilmington","CAA",29,23.2,109.2,25.2,60.2,4.5,17,14.1,17.7,1.6,1.8,16.1,"Jr","7-Jun",0.722146
"1888","Nick Fleming","Southern Utah","BSky",24.3,90.3,17,44,1.8,10.9,14.7,22.7,1.1,1.6,30.7,"Sr","1-Jun","Cal Poly",-0.883646,1923,"Cal Poly","BW",31,46.8,83.4,17.1,41.2,2.1,11.9,18.9,21.7,0.2,2.8,12.5,"Fr","1-Jun",1.23823
"1889","Nick Guadarrama","New Hampshire","AE",76.9,102.7,22.8,50.2,3.4,14.7,15.8,16.1,1.8,1.6,22.8,"Sr","5-Jun","FIU",-1.07444,178,"FIU","CUSA",22,46.9,93.2,18.2,49.7,4.4,13,12.3,22.7,1.8,2,12.9,"Sr","5-Jun",-0.339838
"1890","Nick Hittle","Indiana St.","MVC",7.4,119.3,14.8,60.4,1.5,16.5,5,4.6,0,0,8.3,"Fr","10-Jun","Southern Indiana",0.244773,2228,"Southern Indiana","OVC",7,2,66.3,17.3,40,13.2,14.3,0,40.9,0,2.4,0,"So","10-Jun",-3.00274
"1891","Nick Honor","Clemson","ACC",62.9,106.8,17.5,47.6,1.3,5,17.7,12.7,0.3,2,18.4,"Jr","10-May","Missouri",0.512518,392,"Missouri","SEC",35,74.3,117.6,13.6,53,1.5,4.9,15,13.6,0,2.9,25.9,"Sr","10-May",0.346065
"1892","Nigel Shadd","Pacific","WCC",17.8,64.2,16.4,52.6,7.6,21.2,0,40.5,3,0.9,47.4,"Jr","9-Jun","Delaware",1.21895,67,"Delaware","CAA",16,5.3,71.2,13.6,55.6,1.7,38.5,0,31.7,7.8,0.9,88.9,"Sr","9-Jun",1.57297
"1893","Nijel Pack","Kansas St.","B12",76.8,117,23.8,57.8,2.6,10.9,16.3,11.2,0.4,2.4,18.4,"So","Jun-00","Miami FL",1.53714,1661,"Miami FL","ACC",35,74.4,113.2,20.5,55.1,2.2,8,13.2,15.2,0.6,1.8,13,"So","Jun-00",0.0557006
"1894","Nikkei Rutty","Monmouth","MAAC",63,106.3,8.4,55.4,8.1,22.8,4.9,25.5,3.2,1,112.5,"Sr","8-Jun","Prairie View A&M",1.28695,279,"Prairie View A&M","SWAC",23,48.1,95.6,10.7,47.7,9.2,15.3,3.6,24,2.7,1.5,75.4,"Sr","8-Jun",0.912733
"1895","Nimari Burnett","Texas Tech","B12",18.1,90.7,20.2,32,3.3,9.1,9.2,23.8,3.5,4.8,72,"Fr","4-Jun","Alabama",5.20072,2420,"Alabama","SEC",27,26.2,103.2,19.3,47.6,4.9,8.3,9,18.6,0.9,1.4,32.8,"So","4-Jun",2.07321
"1896","Noah Baumann","Georgia","SEC",53.3,115.1,15.5,58.3,1.1,17.1,8.9,11.9,1,0.7,21.5,"Sr","6-Jun","Grand Canyon",-1.64689,58,"Grand Canyon","WAC",33,52.9,122.7,15.5,59,3.2,14.4,5.6,12.7,0.9,1,30.1,"Sr","6-Jun",-0.0677181
"1897","Noah Carter","Northern Iowa","MVC",65.7,111,28.1,53,2.7,16,16.3,11.2,1.8,1.4,35.7,"So","6-Jun","Missouri",-0.24616,1362,"Missouri","SEC",34,52.8,116.5,21.6,57.2,7.1,14.8,15.4,14.3,2.2,1.4,28,"Jr","6-Jun",-0.6975
"1898","Noah Collier","Pittsburgh","ACC",23.9,94.3,10.7,53.8,8,14.5,2.1,19,1.7,0.8,48.7,"So","8-Jun","William & Mary",-0.365813,1894,"William & Mary","CAA",21,47.9,91.5,21.3,47.6,9.5,24,6,19.4,2.5,1.5,34.9,"Jr","8-Jun",-1.71161
"1899","Noah Freidel","South Dakota St.","Sum",28.5,105.4,28.1,54.6,2.8,9,6.7,13.7,1.7,1.2,31,"So","4-Jun","James Madison",-2.23622,1511,"James Madison","SB",30,60.9,106.2,17.5,45.7,4.1,12,8,11.5,1.3,1.6,25.9,"Jr","4-Jun",0.257949
"1900","Noah Locke","Louisville","ACC",64.6,96.6,20.2,46.9,1.9,8.4,7.7,11.6,0.3,0.9,9.1,"Sr","3-Jun","Providence",-0.971416,369,"Providence","BE",33,68.3,112.9,17.2,54.5,1.8,7.9,6.4,12.2,0.1,0.9,11,"Sr","3-Jun",-0.992979
"1901","Noah Waterman","Detroit","Horz",45.8,113.6,15.6,56.4,5,15.2,3.7,13.4,3.3,1.8,18,"Jr","11-Jun","BYU",-1.04656,1145,"BYU","WCC",31,40.6,86,16.2,44.1,3.8,15.9,6.7,22.7,2.9,1.5,27.3,"Jr","11-Jun",1.30864
"1902","Noah Williams","Washington St.","P12",60.5,91.5,24.8,37.3,4,9.9,17.6,16.8,1.1,2.6,34.7,"Jr","5-Jun","Washington",1.6789,856,"Washington","P12",14,27,84.6,23.2,42.9,1.4,11.8,15.5,20.5,0.6,2,25.8,"Sr","5-Jun",0.532781
"1903","Norchad Omier","Arkansas St.","SB",74.8,113.7,27.8,61.9,15.9,32.1,10.6,19.7,6.1,3,50.9,"Fr","7-Jun","Miami FL",2.29041,2140,"Miami FL","ACC",37,71.9,119,23.1,58.2,15.3,26.2,8.2,17,4.3,2.3,45.7,"So","7-Jun",1.32497
"1904","Nygal Russell","Southeast Missouri St.","OVC",62.2,105.1,17.3,51.8,6.5,23.1,15.4,18.1,1,1.4,17.9,"Jr","4-Jun","Towson",-0.98011,549,"Towson","CAA",33,68.8,106.5,15.8,47.7,5,14.5,10.6,14.7,0.7,1.9,13.9,"Sr","4-Jun",0.273512
"1905","Oluwasegun Durosinmi","St. Bonaventure","A10",2.7,62.9,8.8,50,3.3,23,8.9,38.2,10.5,0,100,"Fr","9-Jun","Northern Illinois",2.76345,3265,"Northern Illinois","MAC",27,23.2,77.8,18,34.8,12.9,16.6,0.6,30.2,8.4,1.6,87,"So","9-Jun",0.985567
"1906","Omar Payne","Illinois","B10",17.8,96.2,15,61.8,9.3,15.7,3.8,29.8,9.7,0.7,82.4,"Jr","10-Jun","Jacksonville",5.28045,1041,"Jacksonville","ASun",23,37.1,101.9,15.3,58.2,5.8,15.6,5.7,22.2,8.3,1.2,24.7,"Jr","10-Jun",2.056
"1907","Onyebuchi Ezeakudo","Pittsburgh","ACC",46.7,90.7,9.2,48.5,2.9,8,13,27.2,0.2,2.1,16.7,"Sr","Jun-00","Radford",0.8805,676,"Radford","BSth",33,50.9,91.4,18.4,45,2.6,8.3,20.9,26.5,0.2,3,29.3,"Sr","2-Jun",0.475207
"1908","Oscar Berry","Fairleigh Dickinson","NEC",42.8,120.7,13.7,61.4,1.5,8.9,13.1,13,0.5,1.8,18.1,"Fr","4-Jun","North Florida",-2.05411,3041,"North Florida","ASun",29,47.5,115.9,12.2,59.3,2.7,9.4,6.4,13.7,0.5,1.8,7.6,"So","4-Jun",-1.20369
"1909","Osun Osunniyi","St. Bonaventure","A10",73.9,117.8,19,61.5,10.7,18.6,9.9,15.9,12.1,1,30.8,"Sr","10-Jun","Iowa St.",2.96041,377,"Iowa St.","B12",33,45.6,112.9,23,58.4,11.2,15.9,13.1,18,9,1.3,32.7,"Sr","10-Jun",3.74378
"1910","Otis Frazier III","George Mason","A10",13,106.2,16.8,65.8,7.8,18.5,2.7,15.8,2.4,3.4,36.8,"So","6-Jun","UTEP",1.78011,2367,"UTEP","CUSA",28,52.3,101.8,16.8,53,7.8,14,5.5,20.6,1.5,2.1,39.6,"So","6-Jun",1.11638
"1911","Owen Spencer","The Citadel","SC",5.8,60.5,9.7,0,5,13,4.8,26.8,3.1,0.9,140,"So","9-Jun","Ohio St.",-0.901959,2120,"Ohio St.","B10",7,1.4,75.3,27.3,16.7,30.1,22.7,16.1,22.3,0,0,33.3,"Jr","9-Jun",-4.93891
"1912","Paris Dawson","Portland St.","BSky",38.1,104,15.1,42.3,4.1,8.9,7.7,11.6,0,2.1,40.4,"Fr","2-Jun","Seattle",-0.808094,1971,"Seattle","WAC",22,42.6,91,17.1,37.7,2.3,14.9,14,22.3,0,1.9,43.2,"So","2-Jun",1.21051
