,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, bpm, obpm, dbpm
1,Adam Flagler,Presbyterian,BSth,33,79.8,112,22.7,55.2,57.98,2.7,10.3,8.1,10.2,69,82,0.841,83,161,0.516,101,264,0.383,0.9,1.5,19.3,Fr,3-Jun,10,2.75598,2019,66438,Baylor,1.07139796,51,79,32,82,0.64556962,0.390243902,0,0,0,1.88766,1.91991,3.84651,-1.9266
2,Hunter Crist,Green Bay,Horz,29,22,100.3,11.6,37.9,47.41,2,10.1,19.3,21.9,18,26,0.692,8,18,0.444,3,15,0.2,0,1.6,78.8,Jr,3-Jun,30,0.0499453,2020,51273,Binghamton,2.764587892,4,8,4,10,0.5,0.4,0,0,0,0.496632,-4.71325,-3.67238,-1.04087
3,Bernie Andre,Northern Arizona,BSky,28,70,102.6,22.1,51.2,53.79,6.9,21.1,7.5,15.8,51,73,0.699,79,157,0.503,36,103,0.35,1.2,1.7,28.1,Jr,6-Jun,10,1.76372,2020,67538,Vermont,0.7083125,58,97,21,60,0.597938144,0.35,0,0,0,2.14499,-0.957659,0.586249,-1.54391
4,Gregory Hammond,Rhode Island,A10,5,1.1,118.3,19.1,50,63.29,0,24.8,27,22.3,2,2,1,0,0,0,1,3,0.333,0,0,66.7,Fr,5-Jun,22,0.296209,2020,70462,UMass Lowell,2,0,0,0,0,0,0,0,0,0,0.334674,-0.460929,-2.17191,1.71098
5,Kenny Cooper,Lipscomb,ASun,34,66,100.6,22.5,49.7,51.84,2.7,11.6,28.8,21.2,56,88,0.636,97,204,0.475,31,85,0.365,0.8,3.6,30.4,Jr,Jun-00,21,1.60688,2019,45823,Western Kentucky,1.963385723,76,145,21,59,0.524137931,0.355932203,0,0,0,3.29053,2.6203,-0.138663,2.75896
6,Axel Okongo,Missouri,SEC,8,2.4,117.7,6.8,100,84.75,3.9,4,0,29.1,1,2,0.5,2,2,1,0,0,0,4.2,0,100,Jr,Jul-00,15,0.20881,2020,71347,Eastern Michigan,0,2,2,0,0,1,0,1,1,1,0.37852,-2.76734,-3.3409,0.573553
7,Sean East II,Massachusetts,A10,31,69.8,95.6,23.7,44.7,48.58,2.8,7.7,36.1,23.2,50,64,0.781,80,185,0.432,26,81,0.321,0.1,2.3,24.1,Fr,3-Jun,10,1.73817,2020,71284,Bradley,1.843392844,56,112,24,73,0.5,0.328767123,0,0,0,2.33918,-1.54479,-0.199681,-1.34511
8,P.J. Horne,Virginia Tech,ACC,32,68.5,100.5,14,55.6,55.9,3.2,13.9,2.5,14,13,22,0.591,47,77,0.61,45,129,0.349,2.9,1.5,10.7,Jr,6-Jun,14,0.91907,2020,50476,Georgia,0.379386449,31,42,16,35,0.738095238,0.457142857,6,7,0.857142857,3.00167,0.447648,-0.829172,1.27682
9,Chevez Goodwin,Wofford,SC,33,54.1,115.3,27,63.8,62.04,14.1,22.9,10,14.6,59,116,0.509,166,259,0.641,0,1,0,6.6,0.8,44.6,Jr,9-Jun,1,2.93012,2020,46358,USC,0.581837852,116,172,44,79,0.674418605,0.556962025,33,33,1,2.04012,3.49943,3.23909,0.260337
10,Ben Coupet Jr.,UNLV,MWC,9,3,85.3,22.4,40,48.78,5.7,30,5,27.2,5,7,0.714,4,5,0.8,0,5,0,8.3,3.1,70,So,7-Jun,2,-0.0122062,2019,45818,Little Rock,0.25,4,5,0,0,0.8,0,0,0,0,0.526817,-3.59134,-6.30825,2.71691
11,Dimencio Vaughn,Rider,MAAC,30,79,107.4,22.8,54,56.99,5.8,17.3,13,16.9,96,142,0.676,122,234,0.521,35,89,0.393,3.1,3.2,44,Jr,5-Jun,14,2.64102,2020,46569,Mississippi,0.863636364,100,178,22,56,0.561797753,0.392857143,18,25,0.72,3.34737,4.95084,2.89805,2.05279
12,Joshua Tomaic,Maryland,B10,16,5.7,146.2,8.6,72.7,69.77,6.3,6.1,0,0,2,4,0.5,8,9,0.889,0,2,0,1.5,0,36.4,Jr,10-Jun,0,0.704485,2020,47102,San Diego St.,0,7,7,1,2,1,0.5,0,0,0,0.483329,0.82536,-0.439676,1.26504
13,Sammy Friday IV,Siena,MAAC,28,23.7,98.1,23,53.7,54.89,13.4,16.6,1.4,21.5,26,46,0.565,44,82,0.537,0,0,0,3.3,1.2,56.1,Sr,9-Jun,35,0.533084,2020,47769,Eastern Illinois,0.083304165,38,71,6,11,0.535211268,0.545454545,6,7,0.857142857,0.83911,-3.1455,-1.98303,-1.16247
14,Quan Jackson,Georgia Southern,SB,31,83.5,93.9,21.8,44.2,47.75,1.7,13.4,8.5,13.1,87,134,0.649,96,212,0.453,46,161,0.286,1.1,4.2,35.9,Jr,4-Jun,13,1.10893,2020,49268,UAB,0.877207202,64,107,31,104,0.598130841,0.298076923,14,15,0.933333333,3.87491,1.71358,-0.989047,2.70262
15,Tyler Bertram,Charlotte,CUSA,13,9.4,38.4,13.3,11.4,15.25,2.4,9.1,4.9,20.4,2,2,1,1,2,0.5,1,20,0.05,0,0.5,9.1,Fr,3-Jun,30,-1.53323,2020,68103,Binghamton,0.600104004,1,1,0,1,1,0,0,0,0,0.610924,-13.2864,-10.9682,-2.31822
16,Ty Brewer,Southeastern Louisiana,Slnd,28,79.7,100.6,21.5,51.6,53.36,5.9,22.8,6.1,15.5,51,77,0.662,130,254,0.512,31,88,0.352,2,2.3,22.5,So,7-Jun,25,1.61627,2020,65997,East Tennessee St.,0.416688194,60,74,70,180,0.810810811,0.388888889,22,24,0.916666667,2.48987,0.467765,0.952528,-0.484763
17,Caleb Nero,Weber St.,BSky,31,48.3,101.9,17.7,50.6,54.65,1.2,6.6,12.5,16.5,37,47,0.787,54,107,0.505,17,50,0.34,0.3,1.7,29.9,Fr,2-Jun,0,0.473909,2019,65738,North Dakota,1.305527546,15,32,39,75,0.46875,0.52,0,0,0,1.43092,-2.99493,-2.06117,-0.933767
18,Nick Honor,Fordham,A10,31,90,98.5,24.9,44.3,47.83,1.6,6,19,11.6,71,87,0.816,98,249,0.394,68,202,0.337,0,1.3,19.3,Fr,10-May,3,2.04952,2019,66148,Clemson,1.759288889,49,90,49,159,0.544444444,0.308176101,0,0,0,2.6724,-0.828296,0.466026,-1.29432
19,Ben Pyle,Western Illinois,Sum,24,87,102.6,17.6,51.9,55.25,2.4,15.5,7.7,16.5,39,44,0.886,39,100,0.39,56,137,0.409,1.7,1.5,18.6,So,7-Jun,15,1.31322,2020,65913,San Diego,0.888895309,31,68,8,32,0.455882353,0.25,1,1,1,1.58454,-0.96305,0.760688,-1.72374
20,Jalen Tate,Northern Kentucky,Horz,21,53.1,102.7,27,50.2,54.1,5.6,13.8,26.6,19.9,69,100,0.69,102,185,0.551,8,42,0.19,1.8,3.4,44.1,Jr,6-Jun,11,2.3453,2020,49279,Arkansas,1.316650167,68,97,34,88,0.701030928,0.386363636,6,6,1,3.40804,3.90642,1.57602,2.3304
21,Jojo Toppin,Georgia,SEC,18,7.7,81.5,18.5,38.6,46.73,8.3,6.2,5.8,30.8,8,10,0.8,7,17,0.412,1,5,0.2,1,0.6,45.5,Fr,6-Jun,5,-0.111966,2019,66094,Georgia St.,0.300035997,6,12,1,5,0.5,0.2,1,2,0.5,0.401326,-6.69035,-4.89479,-1.79557
22,LJ Figueroa,St. John's,BE,32,70.8,99.8,25.4,46.3,48.64,3.4,12.9,14.9,11.5,67,101,0.663,91,233,0.391,72,197,0.365,2.2,3.7,23.5,Jr,6-Jun,30,2.56508,2020,68112,Oregon,1.367424242,61,122,30,111,0.5,0.27027027,9,11,0.818181818,3.58376,5.95357,3.48207,2.4715
23,Ra'Shawn Langston,Louisiana Tech,CUSA,31,55.3,106.5,16.2,46.6,50.38,1.3,8.8,13.1,10.9,36,45,0.8,33,76,0.434,37,114,0.325,0.5,2,23.7,Jr,3-Jun,0,1.0512,2019,67742,McNeese St.,2.304304161,21,39,12,37,0.538461538,0.324324324,1,1,1,1.94049,-0.118517,-0.83323,0.714713
24,Amanze Ngumezi,Georgia,SEC,6,7.5,93.3,22,47.1,48.48,4.7,11.5,6.3,15.9,6,11,0.545,15,28,0.536,1,7,0.143,6.4,0.6,31.4,So,9-Jun,25,0.583104,2020,66093,Jacksonville St.,0.375010937,10,16,5,12,0.625,0.416666667,5,6,0.833333333,1.42525,-3.32053,-2.44176,-0.878762
25,Jamal Bieniemy,Oklahoma,B12,31,79.6,90.6,12.6,41.1,43.69,2.2,10.8,16,20.3,19,24,0.792,37,83,0.446,23,91,0.253,0.5,2,13.8,So,5-Jun,24,0.087631,2020,65584,UTEP,1.977243906,18,35,19,48,0.514285714,0.395833333,0,0,0,3.59579,0.522186,-1.85904,2.38123
26,Greg Lee,Cal St. Bakersfield,WAC,27,43.3,94.5,21.8,47.3,49.8,6.9,19.7,6.7,21.3,23,31,0.742,55,117,0.47,16,50,0.32,2.5,2.1,18.6,Jr,9-Jun,21,0.521935,2020,45254,Western Michigan,0.425035626,20,32,35,85,0.625,0.411764706,4,4,1,1.56452,-1.67157,-1.74395,0.0723808
27,Charles O'Bannon Jr.,USC,P12,3,1.5,52.8,25.5,0,16.81,24.3,0,8.5,35.4,2,2,1,0,5,0,0,0,0,0,6,40,So,6-Jun,5,-0.689987,2020,51497,TCU,0.3333,0,3,0,2,0,0,0,0,0,0.705647,-8.00265,-8.39867,0.396016
28,Donald Carey,Siena,MAAC,30,77.6,99.3,20.6,50.7,54.45,2.1,10.1,14.7,23.2,56,68,0.824,59,135,0.437,55,144,0.382,0.2,2,24.4,So,5-Jun,0,1.4044,2020,51327,Georgetown,0.934235977,34,71,25,64,0.478873239,0.390625,0,0,0,2.26448,-0.953676,-0.202869,-0.750808
29,Nigel Shadd,Kansas St.,B12,3,0.5,58.7,21.6,0,0,49.3,89.1,0,0,0,1,0,0,2,0,0,0,0,0,0,50,So,9-Jun,45,-0.155632,2020,51094,Pacific,0,0,2,0,0,0,0,0,0,0,0.488219,-4.0099,4.47599,-8.48589
30,Ryan Betley,Penn,Ivy,21,62.6,102.8,17.5,53,54.87,1.6,18.7,7.6,13.3,23,30,0.767,38,71,0.535,45,128,0.352,0.8,1.9,15.1,Sr,5-Jun,0,1.48889,2020,47195,California,1.036991771,34,59,5,13,0.576271186,0.384615385,0,0,0,3.18664,0.927075,0.414547,0.512528
31,Jaden Sayles,Akron,MAC,24,10.7,108.5,17.5,46.7,53.16,8.3,18.3,1.6,10.5,14,20,0.7,14,30,0.467,0,0,0,4.9,0.5,66.7,Jr,9-Jun,23,0.361502,2020,50518,Stony Brook,0.200208008,12,24,2,6,0.5,0.333333333,9,9,1,0.578112,1.00351,0.436179,0.56733
32,Trey Jemison,Clemson,ACC,30,20,86.7,16.9,49,47.95,13.6,14.2,3.3,26.9,4,11,0.364,24,47,0.511,0,2,0,3.7,1.4,22.4,So,Jul-00,55,0.0174467,2020,65848,UAB,0.210484762,21,30,3,17,0.7,0.176470588,10,10,1,1.01944,-4.91103,-6.21698,1.30595
33,Olivier Sarr,Wake Forest,ACC,30,63.7,115.7,24.2,52.9,59.62,11.4,25.8,8,13.6,137,180,0.761,136,253,0.538,1,7,0.143,4.5,0.8,69.2,Jr,Jul-00,30,3.87408,2020,50374,Kentucky,0.59571073,86,130,50,123,0.661538462,0.406504065,41,45,0.911111111,2.82996,5.79298,4.68349,1.10948
