,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school
116,Izaiah Brockington,St. Bonaventure,A10,34,28.7,109.8,18.5,53.4,53.84,2.4,9.7,14.9,11,21,39,0.538,30,65,0.462,22,53,0.415,1.6,2,33.1,Fr,4-Jun,21,0.838568,2018,50379,Penn St.
117,Owen Hamilton,Northern Illinois,MAC,26,14.1,107.2,13,60.7,60.2,6.8,11.1,3.2,21.1,6,11,0.545,17,27,0.63,0,1,0,1.4,2.1,39.3,Fr,Jul-00,33,0.180434,2018,50384,Wisconsin
118,Jamal Smith,Cal St. Fullerton,BW,31,44.9,83.9,12.6,50,53.17,2,11.6,11.2,33.3,23,36,0.639,23,52,0.442,10,24,0.417,0.9,1.8,47.4,Jr,3-Jun,1,-0.786086,2019,40476,Cal Poly
119,Micaiah Henry,Tennessee Tech,OVC,29,63.7,93,20.6,56.2,55.57,9.5,10.2,5.7,24.1,62,122,0.508,104,184,0.565,0,1,0,7.2,0.7,65.9,Jr,9-Jun,11,0.436913,2019,41174,South Carolina
120,Prince Oduro,Siena,MAAC,31,60,83.3,23.9,48.4,45.88,7.1,16.3,7,20.6,41,123,0.333,121,250,0.484,0,0,0,3,0.5,49.2,Fr,8-Jun,15,-0.170193,2018,50993,Mississippi St.
121,Anthony Masinton-Bonner,Colorado St.,MWC,24,49.6,111.2,19.1,59.2,63.02,1.2,9.5,9.3,17.2,45,52,0.865,54,87,0.621,35,93,0.376,0.4,1.9,28.9,Jr,2-Jun,15,2.06823,2019,38716,Missouri St.
122,Justin Whatley,East Carolina,Amer,4,2.7,116.5,16.9,50,45.66,9.7,6.9,24.6,0,0,2,0,2,4,0.5,2,6,0.333,6.7,3.4,20,So,8-Jun,13,0.562924,2019,51118,North Carolina Central
123,Jesse Wade,Gonzaga,WCC,20,6.9,94.9,14.6,43.1,42.73,2.3,5.3,5.9,11.4,1,3,0.333,2,4,0.5,7,25,0.28,0,3.3,10.3,Fr,1-Jun,10,-0.0127057,2018,51051,BYU
124,Brady Heiman,Nebraska,B10,29,16.3,107,12.9,59,53.65,10.5,12.6,2.5,14.1,4,16,0.25,23,38,0.605,0,1,0,6.4,0.8,41,Fr,11-Jun,45,0.443121,2019,66104,South Dakota
125,Jamal Johnson,Memphis,Amer,34,65.3,104.6,14.1,46.8,50.36,3.4,11.2,7.4,15.1,46,66,0.697,23,59,0.39,47,141,0.333,2.1,1.5,33,Fr,3-Jun,1,0.882132,2018,50709,Auburn
126,Jy'lan Washington,Louisiana Tech,CUSA,31,47,106,17.2,47.7,52.22,8.1,13.3,5.4,13.3,40,53,0.755,42,75,0.56,20,76,0.263,1.6,1.2,35.1,Jr,9-Jun,22,1.00679,2018,44024,Tennessee St.
127,Chyree Walker,Delaware,CAA,28,36.1,85.4,17.5,43.5,43.54,6.9,10.5,5.8,18.9,13,31,0.419,39,87,0.448,5,20,0.25,0,1.5,29,Fr,5-Jun,11,-0.39606,2018,51529,Radford
128,Carter Skaggs,Washington St.,P12,25,32.2,104.3,17.1,54.5,57.24,1.4,10.4,8.1,16.6,17,19,0.895,8,13,0.615,39,109,0.358,0.5,0.9,15.6,Jr,5-Jun,35,0.777933,2019,52273,UNC Wilmington
129,Spencer Foley,Canisius,MAAC,28,27.7,127.2,17.1,64.9,65.29,8,6.5,11.3,12.8,9,13,0.692,21,33,0.636,34,78,0.436,0.3,1.2,11.7,So,7-Jun,14,1.45411,2018,46972,McNeese St.
130,Chris Baldwin,Massachusetts,A10,21,25.9,95.4,18.1,50,50.89,8.1,22.2,7.1,20.8,7,11,0.636,23,46,0.5,16,48,0.333,3,1.2,11.7,So,8-Jun,5,0.383642,2018,47428,Texas Southern
131,Christian Keeling,Charleston Southern,BSth,30,82.1,111.8,26.6,56.2,59.9,3,21.1,17.4,16.7,111,142,0.782,118,222,0.532,75,188,0.399,2.5,2.2,34.6,Jr,4-Jun,11,3.59064,2019,48904,North Carolina
132,Zo Tyson,Colorado St.,MWC,12,4.5,73.1,12,40,36.23,2.2,20.5,16.9,34.4,1,4,0.25,2,5,0.4,0,0,0,10.3,1,80,Jr,9-Jun,1,-0.363012,2019,67627,IUPUI
133,Malik Osborne,Rice,CUSA,29,67.9,95.2,20.2,46.5,50.02,9.2,17.4,6.6,18.9,65,105,0.619,67,134,0.5,22,81,0.272,3.4,1.2,48.8,Fr,8-Jun,13,0.858889,2018,51107,Florida St.
134,Trevon Ary-Turner,Weber St.,BSky,15,10.5,81.2,16.4,52.2,53.2,0,10.2,11.7,32.5,3,5,0.6,3,6,0.5,6,17,0.353,0,0.5,21.7,Fr,3-Jun,21,-0.304633,2018,50673,Dartmouth
135,Barret Benson,Northwestern,B10,32,24,93,16.5,41.9,45.34,9.8,26.6,7.3,16.4,18,32,0.563,23,55,0.418,2,7,0.286,3.5,1.5,51.6,Jr,10-Jun,25,0.226036,2019,47330,Southern Illinois
136,Rylan Bergersen,BYU,WCC,26,15.7,96.8,17.4,48,50.96,0.6,13.7,10.2,14.1,17,29,0.586,12,23,0.522,8,27,0.296,2.1,1.1,58,So,6-Jun,1,0.215024,2019,50770,Central Arkansas
137,DeAndre Dishman,Eastern Kentucky,OVC,28,66.8,108.3,21.6,56,58.62,9.3,16.9,8.6,17.3,87,137,0.635,116,206,0.563,0,1,0,2.9,2.1,66.2,So,6-Jun,2,2.1034,2018,45840,Middle Tennessee
138,Chase Johnson,Florida,SEC,2,0.8,107.5,23,75,55.3,19.8,20,0,0,0,3,0,3,4,0.75,0,0,0,10.2,0,75,So,9-Jun,1,0.560663,2019,51231,Dayton
139,Bryce Nze,Milwaukee,Horz,31,73.4,104.8,20.3,61.1,59.32,11.6,22.5,9.4,21.6,31,70,0.443,134,214,0.626,8,25,0.32,5.7,1.8,29.3,So,7-Jun,24,1.67791,2018,49273,Butler
140,Jake Toolson,Utah Valley,WAC,33,83.6,119.8,20.5,63.7,67.81,3.7,12.1,12.9,19.9,103,119,0.866,110,183,0.601,63,138,0.457,0.7,0.9,37.1,Jr,5-Jun,2,3.76764,2019,33955,BYU
141,Jevon Smith,Green Bay,Horz,14,8.7,94.6,20.6,45.7,52.82,4.2,12.4,13.3,24.3,13,16,0.813,10,22,0.455,4,13,0.308,0,1.3,45.7,Jr,5-Jun,24,0.281282,2019,44828,Jackson St.
142,Sedee Keita,St. John's,BE,22,21.5,87.5,11.6,40,43.12,4.5,12.8,5.4,17.7,11,20,0.55,18,44,0.409,0,1,0,8.2,1.9,44.4,So,9-Jun,0,-0.31433,2019,46310,FIU
